name,price
利用python进行数据分析 python数据分析教程 数据挖掘 数据分析图书 大数据 统,82.31
6g 中学生可以这样学Python 计算机网络 程序设计 中小学教辅 中小学阅读 课外阅读,40.04
正版 Python物理建模初学者指南Python初学者基础知识编程语言科学计算物理建模基,45.30
正版现货 Python核心编程 第3版 python基础教程书籍 python开发大全 p,102.00
Python网络爬虫从入门到实践,35.00
正版 Python全栈开发实践入门谢瑛俊python全栈开发教程 python全栈开发工,53.40
2018 正版教材 Python生物信息学数据管理 (意)Allegra Via (阿莱格,53.10
Python编程与问题求解,50.80
预测分析-Python语言实现,50.20
Python科学计算机基础教程,41.70
Python数据分析实战 python语言教程书籍 利用Python进行数据分析 pyt,97.00
新书 零起点Python足彩大数据与机器学习实盘分析 何海群著 黄爱萍编,76.80
正版现货Python语言在Abaqus中的应用 曹金凤 等编著 脚本接口快速建模访问输出数,52.00
现货 Python性能分析与优化 python语言编程入门书籍 Python程序设计教材,52.00
【正版】Python数据挖掘入门与实践/图灵程序设计丛书 畅销图书书籍,66.00
正版现货 Python 网络编程攻略 Python网络编程国内书 Python编程语言经典,51.00
零基础入门学习Python Python3入门教程 开发教程 网络爬虫 Tkinter,47.00
Python并行编程参考手册(影印版),44.90
Python极客项目编程 Python学习教材书籍 人民邮电出版社 python项目编程,93.84
Python与数据挖掘张良均等,38.70
机器学习系统设计：Python语言实现,44.30
Python密码学编程 初学者指南  信息安全加密算法软件开发计算机源代码 计算机正版,53.00
2本 PyQt5快速开发与实战+Qt5开发及实例(第3版) python qt5软件编程教,144.50
Head First Python(第二版),92.50
Selenium自动化测试 基于Python语言,37.70
Python数据分析实战 计算机 网络 程序设计 数据分析 数据可视化 机器学习 正版,45.80
Python编程基础闫俊伢主编,34.70
人民邮电：Python数据分析基础,70.38
Python数据科学实践指南 基础数据类型 定义函数 关键字参数和默认参数 字符串正版,47.60
21天学通Python 入门书籍 从零开始 基础编程参考用书 计算机网络 程序设计,47.60
Python编程快速上手——让繁琐工作自动化 杰出Python程序员斯维加特力作 带你快速,62.79
机器学习实战-python基础教程指南大数据智能 -共两册,95.20
正版 Selenium自动化测试——基于 Python 语言web接口应用程序自动化测试,37.80
包邮 网络爬虫全解析—技术、原理与实践+Python网络爬虫实战 Python语言编程教程,109.00
零起点Python大数据与量化交易 计算机与互联网 书籍,77.20
正版 Python 数据分析 python模块数据分析 编程教程教材 pandas入门书籍,66.00
人邮新书 Python数据科学手册 数据分析计算书籍 机器学习 NumPy数据存储 Ma,92.70
利用Python开源工具分析恶意代码 计算机与互联网 书籍,77.20
PYTHON核心编程(第2版) 升级为第3版 第三版 python开发大全 python入,85.15
流畅的Python,95.00
Python数据科学导论 python语言编程教程书籍 Python数据分析实战 Pyth,35.60
正版 机器学习——Python实践魏贞原Python机器学习实战入门图书Python编程语,65.00
Python程序设计教程 涵盖python3.0到3.5实用特性   python,45.80
教孩子学编程 Python语言版全彩印刷 Python语言基础入门 python编程入门,45.80
流畅的Python,118.20
Python 机器学习 新书现货 用Python分析数据 预测结果的简单高效的方式,55.20
【清华社直发】精通Scrapy网络爬虫——Python流行框架,62.00
Python极客项目编程,48.30
包邮 机器人Python极客编程入门与实战 python极客机器人 编程书籍 程序设计,46.00
包邮 PySpark实战指南:利用Python和Spark构建数据密集型应用并规模化部署,39.90
正版 树莓派Python编程入门与实战 第2版 勃鲁姆人民邮电出版社 计算机与互联网程语言,60.97
Python程序设计基础,27.30
Python程序设计-从基础到开发,41.70
机器人Python极客编程入门与实战 Python极客团队 python极客机器人编程书,60.00
Python物理建模初学者指南,46.00
Python程序设计案例教程 徐光侠等主编 计算机与,46.00
精通Python自然语言处理 计算机与互联网 书籍,45.40
树莓派就这么玩 配视频教程 树莓派实战指南 树莓派Python编程指南 编程教程 程序设计,42.00
零起点Python机器学习快速入门,46.00
Python贝叶斯分析 计算机与互联网 书箱|7296276,55.20
Python学习 从入门到实践 王学颖等编 计算机与互,37.90
跟老齐学Python：Django实战 Django开发实战教程书籍 Django框架架,72.00
Python编程快速上手 让繁锁工作自动化 python3.0编程从入门到实践 核心基础教,71.00
Python数据科学入门 python数据挖掘技术教程书 python数据获取清洗组织和可,51.87
预售 C++入门经典 第6版 C++Java C# Python 程序设计 软件开发 从,38.30
NLTK基础教程 用NLTK和Python库构建机器学习应用 自然语言处理 NLP任务和机,53.30
零起点Python足彩大数据与机器学习实盘分析 自学量化回溯赔率数据增强人工智能AI工程师,81.00
利用Python进行数据分析 python基础教程 python核心编程 python学习,89.18
预售 Python与有限元—基于Python编程的有限元分析及应用扩展 手机扫码看视频讲解,58.00
【赠配套视频】笨办法学python 基础教程 第3版 精通核心编程语言书籍 计算机程序设计,46.54
正版现货跟老齐学Python：轻松入门齐伟Python入门书籍 python核心编程技术p,64.00
官方正版 Python金融实战 金融数据分析教程书籍 python数据计算器编程教程,54.00
人民邮电：用Python写网络爬虫3.0/2.0代码核心语言视频实践教程 程序设计/软件开,45.90
Python网络数据采集 大数据采集原理 网络爬虫测试 Python从入门到精通基础教程,52.16
1k正版 Python编程从入门到实践 python3.0绝技核心编程基础教程 网络爬虫入,90.74
Python新手使用Django架站的16堂课,71.20
1k  Python新手使用Django架站的16堂课  Python入门教程书籍 Dja,83.07
正版 Python高级编程 第2版 Python编程语言教程书籍 python 程序设计,81.00
Python Qt GUI快速编程--PyQt编程指南,64.80
Python Cookbook 第三版 中文版 第3版 David Beazley著 零基,112.00
正版 Python数据科学实践指南 计算机与互联网程语言与程序设计,51.74
Python即学即用 张燕妮主编 计算机与互联网 书籍,39.50
Python 金融大数据分析 python3爬虫数据分析 入门基础教程 金融分析处理与开发,73.20
包邮TensorFlow技术解析与实战+Python与机器学习实战：决策树、集成学习,110.80
Python生物信息学数据管理,58.65
正版现货从零开始学Python网络爬虫 Python编程 Python入门到实践 pyt,47.00
树莓派Python编程入门与实战 第2版+树莓派Raspberry Pi实战指南,109.50
Python程序设计 第3版 计算机 网络 程序设计编程 python基础教程,51.00
全4册 零起点python足彩大数据与机器学习实盘分析+零起点Python机器学习快速入门,281.00
精通Python爬虫框架Scrapy Scrapy Scrapy入门 数据抓取 软正版,45.80
零起点Python足彩大数据与机器学习实盘分析 计算机与互联网 书籍,86.10
机器人Python极客编程入门与实战 Python极客团队 python极客机器人编程书,63.00
从零开始学Python网络爬虫,50.20
Keras快速上手：基于Python的深度学习实战 谢梁 电子工业出版社 97871213,61.60
正版 Python核心编程第3版 python3爬虫数据分析 python入门实战书籍 p,84.50
官方正版 Python机器学习经典实例 python机器学习算法教程 深度学习监督学习技术,61.00
正版 Maya Python 游戏与影视编程 Maya Python基础知识与程序教学,79.30
零起点Python大数据与量化交易 何海群 电子工业出版社,72.30
Python高手之路第3版 python进阶书籍自学辅导教材 人民邮电出版社,57.00
预测分析:Python语言实现 数据科学与工程技术Python语言及其应用,57.00
58-3 正版 像计算机科学家一样思考Python Python核心编程 基础教程 利用p,56.00
Python爬虫开发与项目实战 Python编程入门教程书籍数据采集教程 爬虫框架scr,79.04
正版笨办法学Python(第3版)python教程python核心编程基础教程从入门到精通,58.00
Python数据分析实战 [印尼]伊凡·伊德里斯(Ivan Idris) 机械工业出版社,69.50
正版现货 Python核心编程（第3版）英文版 python程序开发教程书籍 python,96.07
NLTK基础教程 用NLTK和Python库构建机器学习应用 自然语言处理 NLP任务和机,56.00
现货正版 Python 3.5从零开始学  Python基础教程书籍 数据分析 核心编程,56.00
Python高性能编程 [美] Micha Gorelick 戈雷利克 Ian Ozsva,67.20
Python极客项目编程,56.60
正版 Python游戏编程入门 Python语言编程教程 程序设计书籍 Python编程初,55.00
Web接口开发与自动化测试 基于Python语言 计算机 网络 程序设计 其他 计算机与,53.00
正版 Python地理数据处理 python数据分析实战教程书籍 NumPy和SciPy地,80.60
人民邮电：Python金融大数据分析,96.83
包邮精通Python爬虫框架Scrapy+精通Scrapy网络爬虫程序编程图书,88.50
程序设计导论(Python语言实践英文版)/经典原版书库,114.00
Python快速编程入门 计算机与互联网 书箱|6503591,31.80
数据馆员的Python简明手册,37.70
教孩子学编程+父与子的编程之旅:与小卡特一起学PythonPython语言版python,95.60
包邮Python网络爬虫实战+Python数据抓取技术与实战+用Python写网络爬虫3本,114.00
Python数据分析 应用程序设计教程 python模块数据分析 数据可视化机器学习指南,43.60
正版 轻量级Django Django项目创建编程程序设计书籍 python开发编程教程,28.00
【清华社直发】Python程序设计教程,40.60
Python编程从入门到实践 流畅的python基础书籍 3.0/2.0代码核心语言视频教,128.44
正版 Python基础教程 第2版 python2爬虫数据分析入门教程python编程教程,77.74
【清华社直发】Python数据分析基础,40.12
Python机器学习算法 赵志勇 电子工业出版社 9787121313196,53.80
Python程序设计入门到实战  何敏煌  清华大学出版社 9787302455967,53.80
Python参考手册 第4版 修订版 python学习核心编程 python基础教程入门,69.00
正版 Python参考手册（第4版.修订版）Python编程语言*指南书籍 Python程,89.57
Python高级编程 第2版 Python编程语言教程书籍 python 程序设计 编程,90.71
预售Selenium WebDriver3.0 自动化测试框架实战指南 python语言,94.00
Python网络数据采集,48.40
正版 Python核心编程第3版 python3爬虫数据分析 python入门实战书籍 p,84.50
现货正版 Python+Spark 2.0+Hadoop机器学习与大数据实战 机器学习的介,93.00
正版 Python机器学习 学习实战 python基础教程指南 数据结构与算法分析 人工神,81.64
Effective Python:编写高质量Python代码的59个有效方法 [美]布雷特,53.70
Python绝技 运用Python成为**黑客 python编程教程书 黑客攻防技术与渗透,80.08
正版 Maya Python 游戏与影视编程 Maya Python基础知识与程序教学,79.30
【创新新书】Python程序设计教程9787302457862林信良清华大学出版社,38.40
Python编程快速上手 让繁琐工作自动化 Python语言基础教程学习书Python快速,63.57
Selenium自动化测试 基于 Python 语言 web UI测试入门书籍selen,49.00
树莓派Python编程入门与实战（第2版）操作系统 程序设计 家庭影院 游戏,62.79
Python密码学编程,48.30
Python密码学编程 Python编程实现加密算法的初学者指南 Python编程基础教程,60.10
Python网络数据采集 python语言网络数据采集教程书籍 python编程基础入门,59.67
Python编程快速上手 让繁琐工作自动化,50.40
Python编程基础与接口测试 阿奎 电子工业出版社 9787121329951,35.10
N机器学习系统设计：Python语言实现 [美] 戴维·朱利安(David Julian),47.30
Python数据科学实践指南 纪路 机械工业出版社从零基础开始，从实际操作的角度一窥数据N,47.30
Python机器学习(影印版) (美)塞巴斯蒂安·拉什卡 东南大学出版社,58.30
XIN [正版]Python基础教程（第2版 修订版）/[挪] Magnus Lie He,77.35
Python设计模式 第2版 计算机网络 程序设计 工厂方法模式 上下文—设计模式的适用,38.00
Python机器学习 学习实战 python基础教程指南 数据结构与算法分析 人工神经网络,76.18
像计算机科学家一样思考Python(第2版) (美)艾伦·B.唐尼|译者:赵普明 正版书籍,39.69
流畅的Python python编程教程书籍 python代码大全 python入门到精通,158.00
Python绝技 运用Python成为黑客 python编程教程书籍 python黑客与,88.00
"面向ArcGIS的Python脚本编程 [美]Paul A. Zandbergen,李明巨",46.10
"Python与有限元 裴尧尧,肖衡林,马强,李",35.80
Python基础教程(第二版修订版),60.30
正版 Python 语言程序设计 Python 计算机科学系列丛书 程序设计 编程书 计算,66.36
Python+Spark 2.0+Hadoop机器学习与大数据实战+生态系统操作与实战指南,125.80
包邮 Python程序设计教程 涵盖python3.0到3.5实用特性   python,45.80
Python计算与编程实践(多媒体方法原书第2版)/计算机科学丛书 (美)古兹迪阿尔//埃,58.40
包邮 Python机器学习实践 测试驱动的开发方法 计算机网络 程序设计 计算机与互联网,47.60
包邮 PySpark实战指南 利用Python和Spark构建数据密集型应用并规模化部署,40.00
电子数据取证与Python方法 应用Python编程语言进行电子数据取证软件开发教程书籍,42.30
包邮 Python机器学习算法+深入浅出深度学习：原理剖析与Python实践,110.90
Python编程 第4版,164.30
精通Python网络爬虫 核心技术 框架与项目实战 韦,54.50
Python金融实战,60.80
Python Web开发实战 董伟明 计算机与互联网 书籍,81.90
正版 Python数据处理 计算机与互联网程语言与程序设计 新书,90.09
Python核心编程 第3版 卫斯理.春 人民邮电出版社 Python基础教程学习手册畅销,90.09
Python机器学习,67.20
Python开发向导/云计算工程师系列 编者:肖睿//盛鸿宇 正版书籍,36.28
包邮 Python Web开发实战+Python Qt GUI快速编程：PyQt编程指南,136.50
Python程序设计教程 涵盖python3.0到3.5实用特性 林信良 清华大学出版社,65.26
Python机器学习入门(影印版),72.98
Python与机器学习实战:决策树、集成学习、支持向量机与神经网络算法详解及编程实现:,52.40
Python极客项目编程 计算机与互联网 书籍,53.10
Python机器学习(影印版),77.43
教孩子学编程+轻松玩转Scratch编程+给孩子的人工智能图解 python编程入门教程,115.50
正版 Python极客项目编程 计算机与互联网程语言与程序设计 新书,62.79
Python大战机器学习：数据科学家的个小目标 计算机与互联网 书箱|5311971,55.20
Python Cookbook 第三版 中文版 第3版 David Beazley著 零基,79.90
Python数据分析基础（影印版） 计算机与互联网 书箱|5413829,66.40
【Python书籍】利用Python进行数据分析 编程语言与程序设计 Python库 P,68.60
正版 新书 Python科学计算基础教程 通过精彩案例剖析Python关于并行与大数据计算,39.20
网络爬虫全解析 技术、原理与实践+精通Python网络爬虫+Python 网络爬虫实战,146.00
Python基础教程(第2版) 计算机与互联网 书箱|3770059,60.80
跟老齐学Python轻松入门,46.00
数据馆员的Python简明手册 顾立平田鹏伟编 计算,42.90
Python数据分析实战 内利 著 人民邮电出版社 用Python语言来讲解算法的分析和设,53.69
Python数据分析 Ivan Idris著 人民邮电出版社 学习流行的开源Python模,53.69
正版 Python高级编程 Python语言编程教程书籍 Python开发大全从入门到精通,49.80
Python科学计算基础教程 python核心基础编程数据分析书籍从入门到精通 Pytho,36.20
包邮Python数据科学手册+像计算机科学家一样思考Python 第2版,118.00
基于ArcGIS的Python编程秘笈2版+面向ArcGIS的Python脚本编程,87.30
贝叶斯思维：统计建模的Python学习法 Allen B.Downey 人民邮电出版 大数,44.59
Python数据可视化编程实战,33.81
机器人系统设计与制作：Python语言实现,41.00
正版 Python网络爬虫从入门到实践 计算机与互联网 Python爬虫的流程  使用pi,45.00
Python算法教程,58.70
64654|正版现货Python机器学习实践:测试驱动的开发方法 Python程序设计书,42.80
tcdPython高级编程 编程语言应用函数应用方法技巧书 计算机教材,43.37
正版 Python贝叶斯分析Python田俊贝叶斯统计分析及应用技术教程PyMC3构建概,53.40
"Python与数据挖掘 9787111552611 机械工业出版社 张良均,杨海宏,何子健",39.20
Python开发向导/云计算工程师系列,36.00
MicroPython入门指南,41.50
2本套 python编程从入门到精通 核心编程第二/三版 编程从入门到实践 Python语,182.00
Python游戏编程快速上手 第4版 计算机网络 程序设计制作流程书 游戏编程入门正版,53.00
Python机器学习及实践范淼李超编 从零开始通往Kaggle竞赛之路,38.70
Python学习王学颖等编 从入门到实践,37.90
Python数据科学入门,37.70
Python语言及其应用 Python基础教程 程序设计教材 Python编程入门手册 P,63.20
Python物理建模初学者指南  python数据结构设计教程书籍 python语,45.80
正版 Python项目开发实战 第2版 计算机编程书籍 Web前端开发教程书籍 Pytho,107.00
Python性能分析与优化 [乌拉圭] 多格里奥(Fernando Doglio) 978,25.65
Python程序设计教程,29.00
Web接口开发与自动化测试——基于Python语言 虫师 Python编程教程书籍,41.80
现货 零起点Python机器学习快速入门 python语言编程书籍 python机器学习,47.00
Python程序设计案例教程 计算机与互联网 书箱|5829319,47.80
Python设计模式 第2版,34.45
从Python开始学编程,45.08
Python物理建模初学者指南,40.71
Python数据处理 基础知识 用Python完成数据获取 数据清洗 数据探索 数,74.70
Python机器学习算法 赵志勇+Python程序设计教程 Python语言编程教程书籍,96.00
爱上Python 日精通Python编程 python编程基础学习手册 python编程,33.97
现货 零起点Python机器学习快速入门 python语言编程书籍 python机器学习,57.80
Python机器学习算法,44.85
【Python核心编程】Python第3版 中级Python开发 经典畅销Python基础,102.00
Python程序设计-普通高等教育计算机类专业规划教,33.20
Python数据科学实践指南,50.20
Python数据科学入门,34.30
包邮 网络爬虫全解析 技术、原理与实践+精通Python网络爬虫 核心技术框架与项目实战+,163.50
正版现货 流畅的Python python数据分析代码大全入门到精通教程 Python开发,141.44
正版 Python 网络爬虫实战胡松涛大数据ython从入门到精通python程序设计教,45.80
Python编程 从入门到实践 编程入门类图书 从基本概念到完整项目开发 帮助零基础读者迅,96.00
正版现货 Python自然语言处理 python编程语言程序设计书 python自然语言处,93.00
1g正版现货 Python核心编程 第3版 python基础教程书籍 python开发大全,96.59
预售 Python数据挖掘：概念、方法与实践 python编程语言入门教程书籍 pytho,59.16
1dPython基础教程 第3版 精通核心编程语言书籍 计算机程序设计从零到入门到实践手册,90.74
利用Python进行数据分析 大量实践案例 利用Python库解决数据分析问题 Pyth,89.00
正版 Python机器学习 学习实战 python基础教程指南 数据结构与算法分析 人工神,85.00
2018新版 现货Python编程从入门到实践python3.5绝技核心编程基础教程网络爬,85.00
Python编程入门 全3册 Python编程从入门到实践 零基础入门学习Python P,187.59
6g Python绝技 运用Python成为黑客 python编程教程书籍 python黑,83.07
1d正版 Python地理数据处理 python数据分析实战教程书籍 NumPy和SciP,80.60
Python语言程序设计基础(第2版)第二版 基础教程程序设计书 python编程语言,32.80
6gPython基础教程(第2版 修订版)图灵程序设计丛书 Python书籍教程 pyth,77.74
人民邮电：精通Python自然语言处理 适合熟悉Python语言并对自然语言处理开发有一定,80.24
正版现货 Python 网络编程攻略 Python网络编程国内书 Python编程语言经典,51.00
N包邮Python机器学习 (美)塞巴斯蒂安·拉施卡(Sebastian Raschka,61.30
预 售 人邮新书 精通Python自然语言处理 NLP python处理 8月中旬入库,59.00
正版现货 零基础入门学习Python 小甲鱼程序设计核心编程学习手册 计算机网络程序设计p,47.00
Python全栈开发实践入门 python全栈开发教程书籍 python全栈开发工程师前端,70.20
Python网络爬虫从入门到实践 唐松 陈智铨 机械工业出版社,41.80
跟老齐学Python：轻松入门 齐伟著 电子工业出版社 9787121306624,46.00
Python语言程序设计 高等学校计算机专业规划教材 程序设计 教材 专科教材 工学,46.00
正版 Python机器学习—预测分析核心算法 Python3爬虫数据分析编程教程书籍 py,68.77
正版 Python网络爬虫从入门到实践 计算机与互联网 Python爬虫的流程  使用pi,45.00
Python数据分析基础,66.38
【Python类书籍】Python机器学习经典实例 邓多辉  python机器学习算法教,45.30
从零开始学PYTHON程序设计 畅销书籍 计算机 正版从零开始学Python程序设计,91.00
Python程序设计基础 李东方 电子工业出版社,24.90
人民邮电：Python金融大数据分析,99.00
机械工业：利用Python进行数据分析,121.04
正版 Python参考手册（第4版·修订版）python学习手册核心编程 python基础,121.04
Python机器学习 预测分析核心算法 Python开发程序设计教材 Python语言编程,75.00
Python项目开发实战 会写代码不等于能做好项目 Python语言编程教程书籍 Pyt,75.00
1dPython基础教程 第2版 编程从入门到实践 核心语言开发指南 自学教程基础书籍 程,77.74
tcd利用Python进行数据分析(美)麦金尼著 python基础教程/python数据分,77.52
Python项目开发实战 会写代码不等于能做好项目 Python语言编程教程书籍 Pyt,75.00
Python可以这样学,70.00
Python编程从入门到实践 流畅的python基础书籍 3.0/2.0代码核心语言视频教,135.00
2本套 python编程从入门到精通 核心编程第二/三版 编程从入门到实践 Python语,172.64
PySpark实战指南：利用Python和Spark构建数据密集型应用并规模化部署,44.10
2本套 python编程从入门到精通 核心编程第二/三版 编程从入门到实践 Python语,182.00
Python语言及其应用 Python核心编程 Python语言程序设计 Python入,88.00
Effective Python:编写高质量Python代码的59个有效方法 [美]布雷特,53.80
Python编程入门 (第3版 ),32.00
Python数据科学入门 快速掌握数据采集与清洗 数据分析 机器学习等任务工具 轻松解决,49.00
python绝技:运用python成为黑客 Python绝技 python编程教程书籍 黑,68.81
正版 父与子的编程之旅 - 与小卡特一起学 Python 3 爬虫 数据分析入门实战核心基,68.77
新书 Python程序设计（3版）精通核心编程语言教材 计算机程序设计基础教程 从零到入,67.60
"Python数据科学导论 [美]戴维·谢伦(Davy Cielen),亚诺 D.B. 梅",48.80
Python数据科学实践指南 纪路 机械工业出版社,48.80
树莓派Python编程入门与实战（第2版）操作系统 程序设计 家庭影院 游戏,62.79
精通Python自然语言处理 python自然语言处理开发教程书籍 python自然语言,62.27
Python爬虫开发与项目实战,56.90
Python数据抓取技术与实战 潘庆和著 电子工业出版社 9787121298844,38.20
Python和Pygame游戏开发指南 Python语言编程指南 Pygame Pytho,51.39
人邮新书 Python机器学习实践指南 程序设计 python书,56.00
N包邮预测分析：Python语言实现 (美)约瑟夫·巴布科克 机械工业出版社,47.30
"N Python数据科学导论[美]戴维·谢伦(Davy Cielen),亚诺 D.B. 梅",47.30
Python程序设计案例课堂,58.70
Python自然语言处理,61.41
包邮 MySQL运维内参：MySQL Galera+流畅的Python python 2本,190.00
包邮 基于Python的Google App Engine编程 云中构建可扩展,65.80
Python参考手册(第4版修订版) (美)大卫M.比兹利|译者:谢俊//杨越//高伟 正,72.09
Python数据分析基础 零编程经验也可学会用Python语言进行数据分析,69.00
正版 Python数据分析 编程教程 python3爬虫数据分析 应用程序设计教程 pyt,60.97
Python网络爬虫从入门到实践 唐松 陈智铨 机械工业出版社,41.80
python编程入门教程 教孩子编程的图书 父与子的编程之旅 与小卡特一起学Python,72.00
Python程序设计基础 李东方 电子工业出版社 9787121302923,29.80
人邮新书 Python设计模式 第2版 程序设计 python 7月中旬入库,39.00
树莓派Python编程入门与实战（第2版）操作系统 程序设计 家庭影院 游戏,66.00
Python计算机视觉编程 核心编程设计开发基础教程 动态脚本语言教材 python高手,68.00
Python 3程序开发指南 第二版 修订版 核心编程设计开发基础教程 动态脚本语言教材,68.00
Python科学计算基础教程 python核心基础编程数据分析书籍从入门到精通 Pytho,53.30
正版 Python游戏编程入门 Python语言编程教程 程序设计书籍 Python编程初,51.74
精通Python设计模式,36.00
包邮  Python数据科学指南 Python编程开发 程序设计教程书籍 Python语,60.20
包邮 Python高性能编程python编程教程书籍 python核心编程 python,57.50
零起点Python足彩大数据与机器学习实盘分析,77.20
包邮 Python数据可视化 python面向对象应用程序设计教程 编程教程教材 pyt,53.00
像计算机科学家一样思考Python 第2版 绝技核心编程基础视频教程网络爬虫入门书籍,36.20
包邮 跟老齐学Python：Django实战 Django开发实战教程书籍 Django,52.50
父与子的编程之旅 与小卡特一起学Python 教孩子编程的图书 python编程入门教程,46.00
【官方正版】Python基础教程 图灵程序设计丛书 经典Python入门教程 10个引人入,31.50
Python机器学习实践 测试驱动的开发方法 计算机网络 程序设计 计算机与互联网 编程,64.00
Python数据分析基础,66.00
Python和HDF 5大数据应用,27.30
正版现货 Python机器学习经典实例 python机器学习算法教程 深度学习监督学习技术,61.00
Python入门(影印版) （美）卢布诺维克 东南大学出版社 9787564159139,75.70
正版现货 零起点Python机器学习快速入门 何海群著 零起点Python系列书 Pand,64.00
正版现货跟老齐学Python：轻松入门齐伟Python入门书籍 python核心编程技术p,64.00
正版现货 流畅的Python python数据分析代码大全入门到精通教程 Python开发,117.00
Python Cookbook 第三版 中文版 第3版 David Beazley著 零基,98.28
Python金融实战 [美] Yuxing Yan 严玉星 人民邮电出版社 9787115,69.50
Python测试驱动开发(影印版)(英文版),56.96
零起点Python机器学习快速入门 何海群 9787121311413 电子工业出版社 计,51.39
正版书籍 Selenium 2自动化测试实战-基于Python语言 程序设计 计算机网络,51.39
正版 Python性能分析与优化 python语言编程入门书籍 Python程序设计教材,51.35
"Python Web开发学习实录(配光盘)(Web程序员成功之路) 李勇,王文强著",59.80
新书预售 Python基础教程 第3版 Python编程从入门到实践 正版书籍,81.00
零基础入门学习Python 小甲鱼计算机/网络 程序设计核心编程 python基础教程 p,44.98
正版 Python机器学习 学习实战 python基础教程指南 数据结构与算法分析 人工神,81.64
Python程序设计开发宝典,72.00
Python绝技(运用Python成为*黑客)/安全技术大系 (美)奥科罗|译者:崔孝晨/,63.99
趣学Python 教孩子学编程 儿童编程入门教程书籍 笨办法学 python核心编程 零基,59.00
Python程序设计入门到实战,58.00
正版 像计算机科学家样思考Python 2版 Python语言编程教程书籍 理解对象方,55.00
正版 Python编程从入门到实践书籍 python2爬虫数据分析编程视频核心基础教程书籍,81.64
Python编程快速上手--让繁琐工作自动化 (美)斯维加特|译者:王海鹏 正版书籍,55.89
Python编程从入门到实践 流畅的python基础书籍 3.0/2.0代码核心语言视频教,128.44
人民邮电：Python数据分析基础,69.00
正版现货 用Python写网络爬虫+Python网络数据采集 python语言编程基础入门,90.58
PYTHON核心编程(第2版) 升级为第3版 第三版 python开发大全 python入,85.15
Python高级编程 第2版 Python编程语言教程书籍 python 程序设计 编程,90.71
Python游戏编程快速上手-(第4版),58.70
正版 从零开始学Python网络爬虫 开发教程 网络爬虫 游戏开发应用 Python编程序,66.00
Python 网络爬虫实战,61.00
Python金融实战,59.00
1d教孩子学编程Python语言版 零基础学计算机编程教程书籍从入门到精通编程入门教程 P,63.44
正版现货 零起点Python大数据与量化交易 何海群 电子工业出版社,70.30
tcdPython语言从零基础学习到活用 Python程序设计入门到实战 何敏煌  清华大,60.10
Python机器学习实践指南,47.15
跟老齐学Python：Django实战,52.00
正版现货 Python新手使用Django架站的16堂课 何敏煌 清华大学 吉林书店,82.80
教孩子学编程(Python语言版全彩印刷),40.13
1d2018新版 现货Python编程从入门到实践python3.5绝技核心编程基础教程网,81.64
Python数据分析基础 python数据分析技术教程书籍 python数据挖掘 pyt,70.38
ArcGIS下的Python编程(面向设计师的编程设计知识系统PADKS),92.20
包邮 Python编程与问题求解 编程语法 使用方法 实际案例 编程书籍,48.80
Python编程核心编程 第3版+python编程快速上手+流畅的python 3本套,418.00
Python网络编程 第3版 Python3爬虫数据分析编程理解技术 Python构建网络,59.80
人民邮电：精通Python自然语言处理,60.18
【XP计算机科学】Python黑帽子：黑客与渗透测试编程之道,55.00
包邮  Python数据科学导论 计算机 数据科学与工程技术丛书,46.90
正版 Python+Spark 2.0+Hadoop机器学习与大数据实战 机器学习的介绍,92.00
Python新手使用Django架站的16堂课,95.00
【Python核心编程】Python第3版 中级Python开发 经典畅销Python基础,102.00
Python全栈开发实践入门 python全栈开发教程书籍 python全栈开发工程师前端,70.20
从零开始学PYTHON程序设计 新华书店正版畅销图书籍  从零开始学Python程序设计,91.00
零起点Python大数据与量化交易 何海群 正版书籍9787121306594,86.23
【名扬新书】Python可以这样学9787302456469董付国清华大学出版社,44.90
Python和Pygame游戏开发指南,44.20
2本套 python编程从入门到精通 核心编程第二/三版 编程从入门到实践 Python语,172.64
【Python开发书籍】Python数据处理 Jacqueline Kazil Pyth,71.70
Python机器学习-(影印版),69.60
中学生可以这样学Python,32.00
1d正版 Selenium自动化测试 基于Python语言 web接口应用程序自动化测试工,51.74
Python数据科学入门 快速掌握数据采集与清洗 数据分析 机器学习等任务工具 轻松解决数,50.00
正版现货 Python 网络编程攻略 Python网络编程国内书 Python编程语言经典,50.00
正版现货 Python机器学习入门(影印版) (美)安德烈亚斯·穆勒莎拉·圭多 东南大学出,58.70
NLTK基础教程(用NLTK和Python库构建机器学习应用),38.71
包邮 贝叶斯方法：概率编程与贝叶斯推断+贝叶斯思维:统计建模的Python学习法+统计思维,124.00
毫无障碍学Python,44.00
正版现货 Python 金融大数据分析 分析处理金融大数据专业图书 Python编程入门基,110.00
精通Python自然语言处理 python自然语言处理开发教程书 python自然语言编程,43.60
Python设计模式 第2版 计算机网络 程序设计 工厂方法模式 上下文—设计模式,31.40
Python项目开发实战 库的工作原理 使用Virtualenv、Pip和更多工具建立开发,48.00
Python数据科学实践指南 基础数据类型 定义函数 关键字参数和默认参数 字符串格式化,57.12
Python数据挖掘 概念 方法与实践 python数据挖掘基础教程书籍 python数,57.12
像计算机科学家一样思考Python(第2版),33.81
零起点Python机器学习快速入门 python机器学习入门书籍  机器学习算法,41.30
21天学通Python 原创计算机编程系列图书 程序员案头手册 轻松学通编程技能,48.00
